hero_id,official_name,primary_attr,attack_type,roles,legs,name_id,pros,cons,base_strength,add_strength,lvl30_strength,base_agility,add_agility,lvl30_agility,base_intelligence,add_intelligence,lvl30_intelligence,bio,bad_against,good_against,work_well_with,link,attribute,image_src
40,Venomancer,all,Ranged,"['Support', 'Nuker', 'Initiator', 'Pusher', 'Disabler']",0,venomancer,"Can deal tremendous amounts of damage when his spells are combined.
Strong slows and DOTs make him great for early ganks
Wards provide lots of utility like free vision, push/counterpush, and a basic ability to jungle
Wards can prevent enemies from using
Probably only hero that can farm Ancient Camps at level 1 using Plague Wards","No hard disables
Generally poor survivability
Has mana problems early and mid game
Large portions of his damage can be removed with items like Pipe of Insight or Black King Bar",19.0,2.0,77.0,24.0,2.0,82.0,19.0,1.4,59.6,"Lesale Deathbringer, the VenomancerLink.
▶️.
 .
""No necromancer shall raise what the venomancer puts down.""
.

.
Lore.
:.

.
In the Acid Jungles of Jidi Isle, poison runs in the veins and bubbles in the guts of every creature that scuttles, climbs or swoops between fluorescent vines dripping with caustic sap. Yet even in this toxic menagerie, Venomancer is acknowledged as the most venomous. Ages ago, an Herbalist named Lesale crossed the Bay of Fradj by coracle, searching for potent essences that might be extracted from bark and root, and found instead a nightmare transformation. Two leagues into Jidi's jungle, Lesale encountered a reptile camouflaged as an epiphyte, which stung him as he mistakenly plucked it. In desperation, he used his partial knowledge of the jungle's herbal bounty, mixing the venom of the (swiftly throttled) reptile with the nectar of an armored orchid, to compound an antidote. In the moments before a black paralysis claimed him completely, he injected himself by orchid-thorn, and instantly fell into a coma..
Seventeen years later, something stirred in the spot where he had fallen, throwing off the years' accumulation of humus: Venomancer. Lesale the Herbalist no longer—but Lesale the Deathbringer. His mind was all but erased, and his flesh had been consumed and replaced by a new type of matter—one fusing the venom of the reptile with the poisonous integument of the orchid. Jidi's Acid Jungles knew a new master, one before whom even the most vicious predators soon learned to bow or burrow for their lives. The lurid isle proved too confining, and some human hunger deep in the heart of the Venomancer drove Lesale out in search of new poisons—and new deaths to bring..

.

.

.
Voice:.

.
Dave Fennoy.
  (.
Responses.
).

.

","['Abaddon', 'Anti-Mage', 'Huskar', 'Legion Commander', 'Oracle', 'Rubick', 'Slark', 'Terrorblade', 'Underlord', 'Wraith King']","['Axe', 'Earthshaker', 'Magnus', 'Mars', 'Monkey King', 'Spectre', 'Templar Assassin', 'Techies', 'Windranger']","['Ancient Apparition', 'Undying', 'Viper']",https://dota2.fandom.com/wiki/Venomancer,Universal,https://static.wikia.nocookie.net/dota2_gamepedia/images/2/25/Venomancer_icon.png/revision/latest
41,Faceless Void,agi,Melee,"['Carry', 'Initiator', 'Disabler', 'Escape', 'Durable']",2,facelessvoid,"High mobility once
High kill potential when
High damage output late game.
Fairly durable, since
Strong dueling potential due to
 ","Item and farm dependent, being a weak hero until he gets some Attack Speed.

Weak against long disables, which makes him somewhat reliant on Black King Bar.
Very reliant on ",20.0,2.4,89.6,19.0,3.0,106.0,15.0,1.5,58.5,"Darkterror, the Faceless VoidLink.
▶️.
 .
""From a place beyond time, and time beyond counting.""
.

.
Lore.
:.

.
Darkterror the Faceless Void is a visitor from Claszureme, a realm outside of time. It remains a mystery why this being from another dimension believes the struggle for the Nemesis Stones is worth entering our physical plane, but apparently an upset in the balance of power in this world has repercussions in adjacent dimensions. Time means nothing to Darkterror, except as a way to thwart his foes and aid his allies. His long-view of the cosmos has given him a remote, disconnected quality, although in battle he is quite capable of making it personal..

.

.

.
Alias:.

.
FV.

.

.

.
Voice:.

.
Dave Fennoy.
  (.
Responses.
).

.

","['Abaddon', 'Brewmaster', 'Chaos Knight', 'Dawnbreaker', 'Dazzle', 'Earth Spirit', 'Monkey King', 'Kunkka', 'Grimstroke', 'Night Stalker', 'Omniknight', 'Phoenix', 'Pudge', 'Shadow Demon', 'Silencer', 'Vengeful Spirit']","['Anti-Mage', 'Lifestealer', 'Bloodseeker', 'Bristleback', 'Invoker', 'Juggernaut', 'Mars', 'Morphling', 'Necrophos', 'Puck', 'Queen of Pain', 'Razor', 'Rubick', 'Slark', 'Storm Spirit', 'Weaver']","['Dark Seer', 'Disruptor', 'Enigma', 'Invoker', 'Jakiro', 'Kunkka', 'Lich', 'Outworld Destroyer', 'Phoenix', 'Sniper', 'Witch Doctor']",https://dota2.fandom.com/wiki/Faceless_Void,Agility,https://static.wikia.nocookie.net/dota2_gamepedia/images/7/73/Faceless_Void_icon.png/revision/latest
42,Wraith King,str,Melee,"['Carry', 'Support', 'Durable', 'Disabler', 'Initiator']",2,wraithking,"High survivability.
Reliable stun.
Easy to play.
Reliable front liner.
Fast farmer with Skeletons.
Good laner.
Not particularly hindered by silences.","Low mana pool.
Slow attack speed and movement speed.
Low armor in early to mid game.
Abilities that burn mana can prevent Reincarnation (if the Aghanim's Shard hasn't been bought).
The ",22.0,3.0,109.0,16.0,1.7,65.3,18.0,1.6,64.4,"Ostarion, the Wraith KingLink.
▶️.
 .
""Purer than flesh, stronger than bone, imperishable is the essence of the wraith.""
.

.
Lore.
:.

.
For untold years, King Ostarion built a kingdom from the remains of his enemies. It was an obsessive's errand, done to pass the long eternities of a monarchy that seemed fated never to end. He believed that as long as he built up the towers of his palace, he could not die. But eventually he learned that he had been deluded... that bone itself could perish. Deeply mistrustful of flesh, he sought a more permanent way of extending his reign, and at last settled on pursuit of wraith energy, a form of pure spirit given off by certain dark souls at death. Should he infuse himself with Wraith Essence, he thought he might create a body as luminous and eternal as his ego. On the millennial solstice known as Wraith-Night, he submitted to a rite of transformation, compelling his subjects to harvest enough souls to fuel his ambition for immortality. No one knows how many of his champions died, for the only survivor who mattered was the Wraith King who rose with the sun on the following morn. Now he rarely spends a moment on his glowing throne--but strides out with sword drawn, demanding a fealty that extends far beyond death..

.

.

.
Aliases:.

.
SK, SNK, Skeleton, WK.

.

.

.
Voice:.

.
Dave Fennoy.
  (.
Responses.
).

.

","['Anti-Mage', 'Broodmother', 'Chaos Knight', 'Juggernaut', 'Invoker', 'Lion', 'Luna', 'Monkey King', 'Phantom Lancer', 'Riki', 'Slark', 'Terrorblade', 'Weaver']","['Bloodseeker', 'Doom', 'Legion Commander', 'Necrophos', 'Rubick', 'Techies', 'Witch Doctor']","['Bloodseeker', 'Ogre Magi']",https://dota2.fandom.com/wiki/Wraith_King,Strength,https://static.wikia.nocookie.net/dota2_gamepedia/images/1/1e/Wraith_King_icon.png/revision/latest
43,Death Prophet,int,Ranged,"['Carry', 'Pusher', 'Nuker', 'Disabler']",2,deathprophet,"Can push lanes and destroy towers quickly.
High survivability.
High base movement speed allows her to chase enemies.
High damage burst.
Role versatility.","Lack of escape ability.
Long cast animation besides Spirit Siphon.
Semi-item dependent hero.
Long cooldown of Exorcism.",21.0,2.9,105.1,16.0,2.0,74.0,24.0,3.0,111.0,"Krobelus, the Death ProphetLink.
▶️.
 .
""What I've seen goes far beyond death.""
.

.
Lore.
:.

.
Krobelus was a Death Prophet—which is one way of saying she told fortunes for the wealthiest of those who wished to look beyond the veil. But after years of inquiring on behalf of others, she began to seek clues on her own fate. When death refused to yield its secrets, she tried to buy them with her life. But the ultimate price proved insufficient..
Death disgorged her again and again, always holding back its deepest mysteries. Her jealousy grew. Others could die for eternity—why not she? Why must she alone be cast back on the shores of life with such tiresome regularity? Why was she not worthy of the one thing all other living creatures took for granted? Still, she would not be discouraged..
Each time she returned from the grave, she brought a bit of death back with her. Wraiths followed her like fragments of her shattered soul; her blood grew thin and ectoplasmic; the feasting creatures of twilight took her for their kin.. She gave a little of her life with every demise, and it began to seem as if her end was in sight. With her dedication to death redoubled, and no client other than herself, Krobelus threw herself ever more fervently into death's abyss, intent on fulfilling the one prophecy that eluded her: That someday the Death Prophet would return from death no more..

.

.

.
Alias:.

.
DP.

.

.

.
Voice:.

.
Ellen McLain.
  (.
Responses.
).

.

","['Ancient Apparition', 'Anti-Mage', 'Doom', 'Legion Commander', 'Omniknight', 'Shadow Fiend']","['Bounty Hunter', 'Clockwerk', 'Chen', 'Invoker', 'Morphling', 'Timbersaw', ""Nature's Prophet""]","['Enigma', 'Faceless Void', 'Keeper of the Light']",https://dota2.fandom.com/wiki/Death_Prophet,Intelligence,https://static.wikia.nocookie.net/dota2_gamepedia/images/d/d7/Death_Prophet_icon.png/revision/latest
44,Phantom Assassin,agi,Melee,"['Carry', 'Escape']",2,phantomassassin,"High burst damage.
Has natural
Low cooldowns on spells.
All her abilities and items she tends to build ignore
Can farm without being seen or taking damage from Neutral creeps, allowing her to easily farm stacks with ","Reliant on
Mana problems without a good source of mana regeneration.
Her damage burst is dependent on
Exceptionally vulnerable to all sources of disables (particularly blind, root, leash, silence, hex, stun, disarm and break), especially
Too dependent on
Pathetic waveclear without
Extremely weak/useless when unfarmed and/or when played from behind.
Phantom Strike targets units, which can potentially leave her stranded in bad situations.
Weak against tankier heroes, as they are less likely to be easily bursted down.
Countered by items and abilities which give physical damage immunity, like
Cannot fight against more than one enemy hero at a time.",19.0,2.0,77.0,23.0,3.2,115.8,15.0,1.4,55.6,"Mortred, the Phantom AssassinLink.
▶️.
 .
""I'm here to blur the line between life and death.""
.

.
Lore.
:.

.
Through a process of divination, children are selected for upbringing by the Sisters of the Veil, an order that considers assassination a sacred part of the natural order. The Veiled Sisters identify targets through meditation and oracular utterances. They accept no contracts, and never seem to pursue targets for political or mercenary reasons. Their killings bear no relation to any recognizable agenda, and can seem to be completely random: A figure of great power is no more likely to be eliminated than a peasant or a well digger. Whatever pattern the killings may contain, it is known only to them. They treat their victims as sacrifices, and death at their hand is considered an honor. Raised with no identity except that of their order, any Phantom Assassin can take the place of any other; their number is not known. Perhaps there are many, perhaps there are few. Nothing is known of what lies under the Phantom Veil. Except that this one, from time to time, when none are near enough to hear, is known to stir her veils with the forbidden whisper of her own name: Mortred..

.

.

.
Aliases:.

.
PA, Mortred.

.

.

.
Voice:.

.
Gin Hammond.
  (.
Responses.
).

.

","['Axe', 'Bane', 'Batrider', 'Broodmother', 'Centaur Warrunner', 'Hoodwink', 'Lina', 'Luna', 'Omniknight', 'Phoenix', 'Puck', 'Razor', 'Slark', 'Skywrath Mage', 'Spectre', 'Timbersaw', 'Troll Warlord', 'Underlord']","['Anti-Mage', 'Crystal Maiden', 'Dazzle', 'Lifestealer', ""Nature's Prophet"", 'Riki', 'Sniper']","['Ancient Apparition', 'Beastmaster', 'Magnus', 'Omniknight', 'Slardar', 'Vengeful Spirit', 'Pudge', 'Pugna']",https://dota2.fandom.com/wiki/Phantom_Assassin,Agility,https://static.wikia.nocookie.net/dota2_gamepedia/images/8/8e/Phantom_Assassin_icon.png/revision/latest
45,Pugna,int,Ranged,"['Nuker', 'Pusher']",2,pugna,"High movement speed.
Devastating nukes and slow.
Strong pusher.
Can disarm enemies or save allies.","Low health pool.
Low armor.
Sloppy attack animation and attack speed.
Low strength and agility gain.
No hard disables.",19.0,2.0,77.0,24.0,1.3,61.7,24.0,5.2,174.8,"PugnaLink.
▶️.
 .
""Who needs a blade when you have oblivion?""
.

.
Lore.
:.

.
In the realm of Pugna's birth, near the vents of the Nether Reaches, there stood a lamasery devoted to the Arts of Oblivion, which drew its power from the nether energies. The Grandmaster of the temple compound had himself passed into Oblivion several years prior, leaving his academy without a leader. From the moment of their master's death, the regents of the temple began rites of divination to identify their master's reincarnation, and eventually all signs converged on the immediate neighborhood. Several villages squatted in the shadow of the temple, their alleys and plazas full of the laughter of squalling children..
Pugna, a mere thirteen months of age, was but one candidate among the local brats, and on the appointed day he was presented at the temple alongside two other promising tots. The lamas offered a jumble of worn relics to the children, treasured possessions of their former grandmaster. One boy reached for a porphyry wand that had belonged to the lama...and put it in his nostril. An impish girl pulled out an amulet that had also been the lama's, and immediately swallowed it. Pugna regarded the other two coolly, gave a merry laugh, and blasted them with gouts of emerald flame, reducing them to ashes in an instant. He then snatched up the wand and amulet, saying 'Mine!' The regents hoisted the beaming Pugna on their shoulders, wrapped him in their grandmaster's vestments, and rushed him to the throne before his mood could change. Within five years, the temple itself was another pile of ash, which pleased Pugna to no end..

.

.

.
Voice:.

.
Gary Schwartz.
  (.
Responses.
).

.

","['Anti-Mage', 'Clockwerk', 'Chaos Knight', 'Luna', 'Nyx Assassin', 'Oracle', 'Phantom Lancer', 'Sniper', 'Storm Spirit', 'Ursa']","['Enchantress', 'Enigma', 'Juggernaut', 'Timbersaw', 'Leshrac', 'Legion Commander', 'Shadow Fiend', 'Faceless Void', 'Invoker', 'Skywrath Mage', 'Troll Warlord']","['Grimstroke', 'Io', 'Legion Commander', 'Necrophos', 'Medusa', 'Phoenix', 'Skywrath Mage', 'Shadow Shaman']",https://dota2.fandom.com/wiki/Pugna,Intelligence,https://static.wikia.nocookie.net/dota2_gamepedia/images/c/cd/Pugna_icon.png/revision/latest
46,Templar Assassin,agi,Ranged,"['Carry', 'Escape']",2,templarassassin,"Capable of shredding armor and dealing massive amounts of physical damage.
Can be very elusive.
Provides some free vision for team.
Can efficiently farm Ancient stacks.","Extremely reliant on items and farm.
Completely useless when underfarmed/played from behind.
Very vulnerable to damage over time abilities.
Meld by itself is not a reliable escape mechanism.
Rather dependent on good positioning to make most use of Psi Blades' spill AoE.
Despite being a ranged hero, she has almost the same attack range as a melee hero if Psi Blades is not learned.",23.0,2.4,92.6,23.0,3.2,115.8,20.0,2.0,78.0,"Lanaya, the Templar AssassinLink.
▶️.
 .
""Where the Hidden Ones send me, I go without question. I do not even question why I question not.""
.

.
Lore.
:.

.
Lanaya, the Templar Assassin, came to her calling by a path of curious inquiry. Possessed of a scientific bent, she spent her early years engaged in meticulous study of nature's laws--peering into grimoires of magic and alchemy, recreating experiments from charred fragments of the Violet Archives, and memorizing observations of the Keen recordkeepers. Already quiet and secretive by nature, the difficulty of acquiring these objects further reinforced her skills of stealth. Had she been less retiring, she might have become notorious among the guilds as a thief-scholar. Instead her investigations led her into far more obscure corners..
As she devoted her furtive talents to unlocking the secrets of the universe, she instead unlocked a secret door that exists in nature itself: the entryway to the most Hidden Temple. The intelligences that waited beyond that portal, proved to be expecting her, and whatever mysteries they revealed in the moment of their discovery was nothing compared to the answers they held out to Lanaya should she continue in their service. She swore to protect the mysteries, but more to the point, in service to the Hidden Temple she satisfies her endless craving for understanding. In the eyes of each foe she expunges, a bit more of the mystery is revealed..

.

.

.
Alias:.

.
TA.

.

.

.
Voice:.

.
Linda K. Morris.
  (.
Responses.
).

.

","['Venomancer', 'Windranger', 'Leshrac', 'Chaos Knight', 'Phoenix', 'Batrider', 'Viper', 'Dragon Knight', 'Pudge', 'Huskar', 'Razor', 'Terrorblade', 'Pugna']","['Shadow Fiend', 'Zeus', 'Puck']","['Slardar', 'Elder Titan', 'Vengeful Spirit']",https://dota2.fandom.com/wiki/Templar_Assassin,Agility,https://static.wikia.nocookie.net/dota2_gamepedia/images/9/9c/Templar_Assassin_icon.png/revision/latest
47,Viper,agi,Ranged,"['Carry', 'Durable', 'Initiator', 'Disabler']",0,viper,"Powerful slows and magic damage makes him a great ganker in the early and midgame.
Possesses one of the only sources of
Capable of catching up in farm with Nethertoxin.
Fairly durable with Corrosive Skin.
Straightforward playstyle.","One of the slowest heroes in the game.
Has mana issues during the early and mid game.
No hard disable.
Falls off late game compared to other carries.",21.0,2.4,90.6,21.0,2.7,99.3,17.0,2.0,75.0,"Viper, the NetherdrakeLink.
▶️.
 .
""You've failed the acid test.""
.

.
Lore.
:.

.
The malevolent familiar of a sadistic wizard who captured and hoped to tame him, Viper was curiously glad to have been sprung from the sealed and unchanging subterranean Nether Reaches where his race had lived for millions of years, after tectonic slippage had sealed off the Netherdrakes in luminous caverns. Viper spent some time appearing to submit to the wizard's enchainments, hoping to learn what he could of the dark magics the mage practiced. But he soon realized that few spells were as deadly as the toxins that were his birthright. Exuding an acid that swiftly ate away the bars of his cage, the Netherdrake slipped free of his confines, spit poison in the old spellcaster's eyes, and soared out to let the world know that it had a new master..

.

.

.
Voice:.

.
Tony Todd.
  (.
Responses.
).

.

","['Bane', 'Broodmother', 'Chaos Knight', 'Invoker', 'Morphling', 'Lifestealer', 'Luna', 'Phantom Lancer', 'Pugna', 'Rubick', 'Terrorblade', 'Weaver', 'Windranger', 'Wraith King']","['Abaddon', 'Axe', 'Bristleback', 'Dragon Knight', 'Earthshaker', 'Huskar', 'Magnus', 'Mars', 'Monkey King', 'Necrophos', 'Nyx Assassin', 'Razor', 'Slark', 'Spectre', 'Templar Assassin', 'Tidehunter', 'Vengeful Spirit', 'Venomancer', 'Visage', 'Zeus']","['Abaddon', 'Beastmaster', 'Clockwerk', 'Crystal Maiden', 'Dark Seer', 'Dazzle', 'Drow Ranger', 'Earth Spirit', 'Faceless Void', 'Lich', 'Luna', 'Necrophos', 'Ogre Magi', 'Slardar', 'Treant Protector']",https://dota2.fandom.com/wiki/Viper,Agility,https://static.wikia.nocookie.net/dota2_gamepedia/images/5/5f/Viper_icon.png/revision/latest
48,Luna,agi,Ranged,"['Carry', 'Nuker', 'Pusher']",2,luna,"Strong when fighting multiple targets at once.
Fast pusher and farmer.
High night vision.
High magical damage output during the early game.
Excels in interceptions or ambushes.
Reliable nuke/stun.
Synergizes excellently with lots of heroes.
Role versality.
Capable of dealing with ","Lacks defense escape mechanisms.
Short attack range.
Item dependent.
Struggles against high-mobility heroes and items which grant mobility and invisibility.
Eclipse can be easily avoided since it cannot provide Crowd Control without 0.25 Lucent Beam Mini-stun talent.
Not very best duelist as many carries can outdamage her.",21.0,2.2,84.8,24.0,3.4,122.6,23.0,1.9,78.1,"Luna, the Moon RiderLink.
▶️.
 .
""I was once the scourge of the plains, a terror on the wind. What hope do our enemies think they have?""
.

.
Lore.
:.

.
How had she been reduced to this? She was once the Scourge of the Plains, a merciless leader of men and beasts, and able to sow terror wherever she dared. Now she was far from her homeland, driven half mad from starvation and months of wandering, her army long dead or worse. As she stood at the edge of an ancient forest, a pair of glowing eyes spied on from an elder branch. Something beautiful and deadly sought a meal in the wilting dusk. Without a sound, it turned and left. Fury overtook her. Clutching a rust-eaten dagger, she charged after the beast determined to reclaim even a shred of her past glory, but her quarry would not be caught. Three times she cornered the creature among the rocks and trees, and three times she pounced only to witness its fading shadow darting further into the woods. Yet the full moon shone brightly, and the creature's trail was easy to follow..
Arriving in a clearing atop a high hill, the beast's massive feline form sat in the open, attentive and waiting. When the woman brandished her dagger, the creature reared and roared and charged. Death, it seemed, had come for her at long last in this strange place. She stood, calm and ready. A flash of movement, and the beast snatched the dagger from her hand before vanishing into the forest. Stillness. Hooded figures approached. In reverent tones they revealed that Selemene, Goddess of the Moon, had chosen her, had guided her, had tested her. Unwittingly she had endured the sacred rites of the Dark Moon, warriors of the Nightsilver Woods..
She was offered a choice: join the Dark Moon and pledge herself to the service of Selemene, or leave and never return. She did not hesitate. Embracing her absolution, she renounced her bloody past, and took up a new mantle as Luna of the Dark Moon, the dreaded Moon Rider, ruthless and ever-loyal guardian of the Nightsilver Woods..

.

.

.
Voice:.

.
Linda K. Morris.
  (.
Responses.
).

.

","['Ancient Apparition', 'Bristleback', 'Juggernaut', 'Lina', 'Medusa', 'Meepo', 'Phantom Lancer', 'Pudge', 'Slark', 'Shadow Demon', 'Zeus']","['Arc Warden', 'Bane', 'Bounty Hunter', 'Centaur Warrunner', 'Crystal Maiden', 'Chen', 'Enchantress', 'Enigma', 'Io', 'Legion Commander', 'Lifestealer', 'Magnus', 'Mirana', 'Omniknight', ""Nature's Prophet"", 'Necrophos', 'Phantom Assassin', 'Pugna', 'Queen of Pain', 'Riki', 'Shadow Fiend', 'Shadow Shaman', 'Spirit Breaker', 'Terrorblade', 'Tidehunter', 'Tinker', 'Underlord', 'Undying', 'Viper', 'Visage', 'Winter Wyvern', 'Wraith King']","['Abaddon', 'Alchemist', 'Ancient Apparition', 'Anti-Mage', 'Axe', 'Bane', 'Batrider', 'Bloodseeker', 'Bounty Hunter', 'Bristleback', 'Broodmother', 'Clinkz', 'Crystal Maiden', 'Dark Seer', 'Dawnbreaker', 'Dazzle', 'Death Prophet', 'Disruptor', 'Drow Ranger', 'Elder Titan', 'Ember Spirit', 'Enchantress', 'Enigma', 'Faceless Void', 'Gyrocopter', 'Hoodwink', 'Huskar', 'Jakiro', 'Keeper of the Light', 'Legion Commander', 'Lifestealer', 'Lina', 'Lycan', 'Mars', 'Medusa', 'Meepo', 'Monkey King', 'Naga Siren', ""Nature's Prophet"", 'Necrophos', 'Night Stalker', 'Omniknight', 'Oracle', 'Pangolier', 'Phoenix', 'Pudge', 'Pugna', 'Queen of Pain', 'Razor', 'Riki', 'Sand King', 'Shadow Demon', 'Shadow Fiend', 'Shadow Shaman', 'Slark', 'Snapfire', 'Spectre', 'Spirit Breaker', 'Sven', 'Treant Protector', 'Venomancer', 'Vengeful Spirit', 'Visage', 'Void Spirit', 'Weaver', 'Wraith King', 'Zeus']",https://dota2.fandom.com/wiki/Luna,Agility,https://static.wikia.nocookie.net/dota2_gamepedia/images/7/7d/Luna_icon.png/revision/latest
49,Dragon Knight,str,Melee,"['Carry', 'Pusher', 'Durable', 'Disabler', 'Initiator', 'Nuker']",2,dragonknight,"Heavy armor against physical attacks.
High health regeneration.
Instant cast animations.
Strong
Great at pushing.","Low damage output compared to other carries.
Very dependent on his ultimate.
Dependent on ",21.0,3.6,125.4,16.0,2.0,74.0,18.0,1.7,67.3,"Davion, the Dragon KnightLink.
▶️.
 .
""The Dragon Slyrak sleeps within this armor, and the knight within the Dragon waits. Beware you do not wake them both.""
.

.
Lore.
:.

.
After years on the trail of a legendary Eldwurm, the Knight Davion found himself facing a disappointing foe: the dreaded Slyrak had grown ancient and frail, its wings tattered, its few remaining scales stricken with scale-rot, its fangs ground to nubs, and its fire-gouts no more threatening than a pack of wet matchsticks..
Seeing no honor to be gained in dragon-murder, Knight Davion prepared to turn away and leave his old foe to die in peace. But a voice crept into his thoughts, and Slyrak gave a whispered plea that Davion might honor him with death in combat. Davion agreed, and found himself rewarded beyond expectation for his act of mercy: As he sank his blade in Slyrak's breast, the dragon pierced Davion's throat with a talon. As their blood mingled, Slyrak sent his power out along the Blood Route, sending all its strength and centuries of wisdom to the knight. The dragon's death sealed their bond and Dragon Knight was born. The ancient power slumbers in the Dragon Knight Davion, waking when he calls it. Or perhaps it is the Dragon that calls the Knight….

.

.

.
Aliases:.

.
DK, Davion.

.

.

.
Voice:.

.
Tony Todd.
  (.
Responses.
).

.

","['Ancient Apparition', 'Bristleback', 'Drow Ranger', 'Anti-Mage', 'Lich', 'Necrophos', 'Ursa', 'Outworld Destroyer', 'Razor', 'Timbersaw', 'Viper']","['Bloodseeker', 'Clinkz', 'Nyx Assassin', 'Riki', 'Spirit Breaker', 'Templar Assassin', 'Phantom Lancer', 'Witch Doctor']","['Chen', 'Crystal Maiden', 'Enigma', 'Magnus', 'Medusa', 'Treant Protector', 'Vengeful Spirit']",https://dota2.fandom.com/wiki/Dragon_Knight,Strength,https://static.wikia.nocookie.net/dota2_gamepedia/images/5/59/Dragon_Knight_icon.png/revision/latest
50,Dazzle,all,Ranged,"['Support', 'Nuker', 'Disabler']",2,dazzle,"Capable of making clutch saves.
Item independent.
Strong 5-man enabler.","Offensive abilities deal physical damage.
Requires attentiveness and good timing during big team fights.
Not particularly durable himself.
No hard disables without the right itemization.",18.0,2.0,76.0,20.0,1.4,60.6,25.0,2.5,97.5,"Dazzle, the Shadow PriestLink.
▶️.
 .
""Where my shadow falls, there falls my foe.""
.

.
Lore.
:.

.
Each young acolyte to the Dezun order must complete a series of rites before becoming a Shadow Priest. The final rite, the rite of shades, is a harrowing spiritual journey through the Nothl Realm, an unpredictable domain from which not all visitants return.  Of those who do, some return mad. Others return with strange aptitudes. But all who go there are changed by their experiences..
Driven by the need for enlightenment, Dazzle was the youngest of his tribe ever to request the sacred ritual. At first the order refused him, saying he was too young. But Dazzle was not to be dissuaded. Sensing something special in the headstrong young acolyte, the elders relented. Dazzle drank down the sacred potion and sat by the fire while the rest of his tribe danced through the night..
In this ethereal dimension of the Nothl Realm, the properties of light and dark are inverted. Thus his brilliant healing light, beautiful to our eye, is actually a sinister kind of evil; and the darkest deeds are done in a dazzling glow. The elders' intuition was prophetic: Dazzle returned to his people as a Shadow Priest like none seen before, with the power to heal as well as to destroy. Now he uses his gift to cut down his enemies and mend his friends..

.

.

.
Voice:.

.
David Scully.
  (.
Responses.
).

.

","['Ancient Apparition', 'Axe', 'Naga Siren', 'Outworld Destroyer', 'Phantom Lancer', 'Silencer', 'Doom']","['Clockwerk', 'Necrophos', 'Terrorblade', 'Venomancer']","['Brewmaster', 'Broodmother', 'Huskar', 'Meepo', 'Naga Siren', 'Phantom Lancer']",https://dota2.fandom.com/wiki/Dazzle,Universal,https://static.wikia.nocookie.net/dota2_gamepedia/images/e/e6/Dazzle_icon.png/revision/latest
51,Clockwerk,all,Melee,"['Initiator', 'Disabler', 'Durable', 'Nuker']",2,clockwerk,"Tanky, super long range initiator.
Powerful area control.
Effective ganker.
Good scouting vision.","Low damage in the late game.
Requires good aim.
Countered by
Small mana pool",27.0,2.8,108.2,13.0,1.8,65.2,18.0,1.3,55.7,"Rattletrap, the ClockwerkLink.
▶️.
 .
""I've a mind like a steel trap, and the physique to go with it!""
.

.
Lore.
:.

.
Rattletrap descends from the same far-flung kindred as Sniper and Tinker, and like many of the Keen Folk, has offset his diminutive stature through the application of gadgetry and wit. The son of the son of a clockmaker, Rattletrap was many years apprenticed to that trade before war rode down from the mountains and swept the plains villages free of such innocent vocations. ""Your new trade is battle,"" his dying father told him as the village of their ancestors lay in charred and smoking ruins..
It is a poor tradesman who blames his tools, and Rattletrap was never one to make excuses. After burying his father among the ruins of their village, he set about to transform himself into the greatest tool of warfare that any world had ever seen. He vowed to never again be caught unprepared, instead using his talents to assemble a suit of powered Clockwerk armor to make the knights of other lands look like tin cans by comparison. Now Rattletrap is alive with devices, a small but deadly warrior whose skills at ambush and destruction have risen to near-automated levels of efficiency. An artisan of death, his mechanizations make short work of the unwary, heralding a new dawn in this age of warfare. What time is it? It's Clockwerk time!.

.

.

.
Voice:.

.
Sam A. Mowry.
  (.
Responses.
).

.

","['Anti-Mage', 'Chen', 'Clinkz', 'Dazzle', 'Death Prophet', 'Disruptor', 'Ember Spirit', 'Huskar', 'Juggernaut', 'Lifestealer', 'Morphling', 'Omniknight', 'Phantom Lancer', 'Phoenix', 'Queen of Pain', 'Terrorblade', 'Ursa', 'Visage']","['Earthshaker', 'Enigma', 'Drow Ranger', 'Legion Commander', 'Monkey King', 'Pudge', 'Pugna', 'Sniper', 'Spirit Breaker', 'Tinker', 'Windranger']","['Dark Seer', 'Invoker', 'Lifestealer', 'Mirana', 'Shadow Demon']",https://dota2.fandom.com/wiki/Clockwerk,Universal,https://static.wikia.nocookie.net/dota2_gamepedia/images/d/d8/Clockwerk_icon.png/revision/latest
